player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,gls.1,ast.1,g+a.1,g-pk.1,g+a-pk,matches,team_name,season,team_id
Aylon,br BRA,"MF,FW",26.0,12,12,868.0,9.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,atletico_goianiense,2019,2-gejgcYxatl
Pedro Bambú Gonzaga,br BRA,MF,31.0,22,11,1059.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Nathan Silva,br BRA,MF,21.0,16,10,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Rodrigo Rodrigues,br BRA,FW,22.0,16,6,702.0,7.8,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,atletico_goianiense,2019,2-gejgcYxatl
André Luís Leite,br BRA,MF,32.0,19,4,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Gilsinho,br BRA,MF,34.0,11,4,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Jairinho,br BRA,MF,28.0,9,3,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Moraes,br BRA,DF,21.0,4,3,280.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,atletico_goianiense,2019,2-gejgcYxatl
Jarro Pedroso,br BRA,MF,25.0,14,2,514.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,atletico_goianiense,2019,2-gejgcYxatl
Héctor Bustamante,py PAR,MF,23.0,9,1,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47,0.47,0.0,0.47,Matches,atletico_goianiense,2019,2-gejgcYxatl
Pedrinho,br BRA,MF,24.0,4,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Gustavo,br BRA,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Victor Paraíba,br BRA,MF,20.0,5,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Diego Fumaca,br BRA,MF,24.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Kauê da Silva,br BRA,MF,23.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019,2-gejgcYxatl
Crysan,br BRA,"FW,MF",22.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2019,2-gejgcYxatl
Michel Custódio,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2019,2-gejgcYxatl
Madson,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2019,2-gejgcYxatl
Rafael Navarro,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2019,2-gejgcYxatl
Lucas Pereira,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2019,2-gejgcYxatl
Juninho,br BRA,MF,31.0,38,38,3331.0,37.0,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.14,0.08,0.22,0.14,0.22,Matches,america_mg,2019,cNhqmMaNgame
João Paulo,br BRA,DF,32.0,31,30,2534.0,28.2,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,0.04,0.21,0.25,0.04,0.25,Matches,america_mg,2019,cNhqmMaNgame
Ricardo Silva,br BRA,DF,26.0,29,29,2610.0,29.0,5.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,america_mg,2019,cNhqmMaNgame
Leandro Silva,br BRA,DF,30.0,31,29,2594.0,28.8,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,america_mg,2019,cNhqmMaNgame
Zé Ricardo,br BRA,MF,22.0,29,28,2426.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,america_mg,2019,cNhqmMaNgame
Felipe Azevedo,br BRA,"MF,FW",32.0,33,26,2253.0,25.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,america_mg,2019,cNhqmMaNgame
Júnior Viçosa,br BRA,FW,29.0,30,26,2231.0,24.8,7.0,5.0,12.0,5.0,2.0,3.0,2.0,0.0,0.28,0.2,0.48,0.2,0.4,Matches,america_mg,2019,cNhqmMaNgame
Matheusinho,br BRA,MF,20.0,31,26,2185.0,24.3,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,0.25,0.08,0.33,0.25,0.33,Matches,america_mg,2019,cNhqmMaNgame
Willian Maranhão,br BRA,MF,23.0,28,25,2067.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Diego,br BRA,"MF,DF",22.0,24,22,1719.0,19.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,america_mg,2019,cNhqmMaNgame
Paulão,br BRA,DF,32.0,21,21,1890.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,america_mg,2019,cNhqmMaNgame
Airton Moraes,br BRA,GK,24.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Jori,br BRA,GK,22.0,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Lucas Kal,br BRA,DF,22.0,15,14,1316.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,america_mg,2019,cNhqmMaNgame
Jonatas Belusso,br BRA,"FW,MF",30.0,15,11,874.0,9.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,america_mg,2019,cNhqmMaNgame
Flávio,br BRA,MF,18.0,14,9,804.0,8.9,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,america_mg,2019,cNhqmMaNgame
Savio,br BRA,DF,23.0,12,8,835.0,9.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,america_mg,2019,cNhqmMaNgame
Pedrão,br BRA,DF,21.0,8,8,664.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,america_mg,2019,cNhqmMaNgame
Marcelo Toscano,br BRA,"MF,FW",33.0,14,7,612.0,6.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.15,0.29,0.44,0.15,0.44,Matches,america_mg,2019,cNhqmMaNgame
Neto Berola,br BRA,"MF,FW",31.0,19,5,695.0,7.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.13,0.39,0.52,0.13,0.52,Matches,america_mg,2019,cNhqmMaNgame
Geovane,br BRA,MF,20.0,17,4,538.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,america_mg,2019,cNhqmMaNgame
Mosquito,br BRA,GK,22.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
França,br BRA,MF,23.0,14,3,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Rafael Bilu,br BRA,"MF,FW",19.0,10,3,412.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.22,0.44,Matches,america_mg,2019,cNhqmMaNgame
Luiz Fernando,br BRA,MF,23.0,5,3,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
João Cubas,br BRA,DF,18.0,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,america_mg,2019,cNhqmMaNgame
Diego Jussani,br BRA,DF,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Fernando Leal,br BRA,GK,37.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Michel Bastos,br BRA,MF,35.0,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Ademir Santos,br BRA,"FW,MF",23.0,9,0,132.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.68,0.68,1.36,0.68,1.36,Matches,america_mg,2019,cNhqmMaNgame
Christian Savio,br BRA,MF,23.0,4,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Vitao,br BRA,MF,19.0,4,0,99.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.91,0.0,0.91,0.91,0.91,Matches,america_mg,2019,cNhqmMaNgame
Everton Morelli,br BRA,MF,21.0,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Lucas Luan,br BRA,DF,19.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Pedro Cabral,br BRA,FW,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2019,cNhqmMaNgame
Carlos Alberto,br BRA,FW,16.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Elias,br BRA,FW,31.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Tom Fielding,br BRA,MF,,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
João Gabriel,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Luis Henrique,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Victor Henrique,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Leonardo,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Lima,br BRA,DF,33.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Juan Manuel Boselli,uy URU,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Ronaldo,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Sabino,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2019,cNhqmMaNgame
Guilherme Santos,br BRA,DF,30.0,36,36,3221.0,35.8,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,parana,2019,COSmpMAuzpar
Luiz Otavio,br BRA,MF,21.0,37,35,2889.0,32.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,parana,2019,COSmpMAuzpar
Rodolfo Filemon,br BRA,DF,24.0,34,34,3055.0,33.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,parana,2019,COSmpMAuzpar
Thiago Rodrigues,br BRA,GK,30.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Éder Sciola,br BRA,DF,33.0,34,33,2923.0,32.5,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.03,0.15,0.18,0.03,0.18,Matches,parana,2019,COSmpMAuzpar
Jenison,br BRA,FW,27.0,34,31,2709.0,30.1,9.0,5.0,14.0,9.0,0.0,0.0,4.0,1.0,0.3,0.17,0.47,0.3,0.47,Matches,parana,2019,COSmpMAuzpar
Bruno Nascimento,br BRA,"MF,FW",21.0,30,28,2513.0,27.9,3.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,0.11,0.0,0.11,0.07,0.07,Matches,parana,2019,COSmpMAuzpar
João Pedro Heinen,br BRA,MF,22.0,29,23,1872.0,20.8,4.0,1.0,5.0,3.0,1.0,2.0,5.0,0.0,0.19,0.05,0.24,0.14,0.19,Matches,parana,2019,COSmpMAuzpar
Leandro Almeida Silva,br BRA,DF,31.0,23,22,1948.0,21.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,parana,2019,COSmpMAuzpar
Fernando,br BRA,MF,26.0,28,21,1995.0,22.2,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,parana,2019,COSmpMAuzpar
Itaqui,br BRA,MF,30.0,22,19,1420.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Eduardo Gabriel,br BRA,DF,22.0,20,18,1637.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,parana,2019,COSmpMAuzpar
Matheus Anjos,br BRA,"MF,FW",20.0,17,15,1179.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches,parana,2019,COSmpMAuzpar
Alesson,br BRA,MF,19.0,19,10,954.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Judivan,br BRA,"MF,FW",23.0,13,10,774.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,parana,2019,COSmpMAuzpar
Ramon Machado,br BRA,"MF,FW",27.0,16,9,787.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,parana,2019,COSmpMAuzpar
Vitinho,br BRA,MF,28.0,11,6,536.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.17,0.34,0.5,0.17,0.5,Matches,parana,2019,COSmpMAuzpar
Jhemerson,br BRA,MF,22.0,9,6,491.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,parana,2019,COSmpMAuzpar
Jhony Santiago,br BRA,MF,21.0,8,5,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Alisson,br BRA,GK,23.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Léo Príncipe,br BRA,DF,22.0,7,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Luan Scapolan,br BRA,MF,30.0,7,4,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Fabrício,br BRA,DF,28.0,3,3,269.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.33,0.0,0.33,0.33,0.33,Matches,parana,2019,COSmpMAuzpar
Rodrigo Porto Carioca,br BRA,MF,19.0,12,2,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Rafael Furtado,br BRA,FW,19.0,8,2,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Caio Monteiro,br BRA,MF,21.0,5,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Sueliton Pereira,br BRA,DF,32.0,3,1,128.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Matches,parana,2019,COSmpMAuzpar
Juninho,br BRA,DF,23.0,3,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Fernando Timbó,br BRA,DF,28.0,2,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Pimentinha,br BRA,"FW,MF",31.0,8,0,246.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,parana,2019,COSmpMAuzpar
Raphael Alemão,br BRA,FW,22.0,3,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Caio Rangel,br BRA,"FW,MF",23.0,5,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Marlyson,br BRA,FW,21.0,3,0,51.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.76,0.0,1.76,1.76,1.76,Matches,parana,2019,COSmpMAuzpar
Warley,br BRA,MF,19.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Marcos Severo,br BRA,MF,22.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Jhonny Lucas,br BRA,MF,18.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parana,2019,COSmpMAuzpar
Kriguer,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Jeferson Lima,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Matheus Lopes,br BRA,DF,33.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Lucas Macanhan,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Alejandro Márquez,cl CHI,MF,27.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Guilherme Nunes,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Gabriel Pires,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Matheus Silva,br BRA,,19.0,0,0,,,,,,,,,,,,,,,,Matches,parana,2019,COSmpMAuzpar
Alisson Farias,br BRA,MF,22.0,34,34,2932.0,32.6,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,0.18,0.18,0.37,0.18,0.37,Matches,crb,2019,ODF77uHX6crb
Igor Cariús,br BRA,DF,25.0,33,33,2867.0,31.9,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,crb,2019,ODF77uHX6crb
Daniel Borges,br BRA,DF,25.0,34,32,2937.0,32.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches,crb,2019,ODF77uHX6crb
Claudinei,br BRA,MF,30.0,32,32,2842.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Leonardo,br BRA,FW,23.0,32,31,2601.0,28.9,14.0,2.0,16.0,13.0,1.0,1.0,4.0,0.0,0.48,0.07,0.55,0.45,0.52,Matches,crb,2019,ODF77uHX6crb
Wellington Carvalho,br BRA,DF,25.0,27,27,2430.0,27.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,crb,2019,ODF77uHX6crb
Victor Ramos Ferreira,br BRA,DF,29.0,24,24,2140.0,23.8,1.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,crb,2019,ODF77uHX6crb
Felipe Ferreira,br BRA,MF,24.0,24,20,1688.0,18.8,6.0,6.0,12.0,5.0,1.0,1.0,1.0,0.0,0.32,0.32,0.64,0.27,0.59,Matches,crb,2019,ODF77uHX6crb
Lucas,br BRA,MF,30.0,23,20,1634.0,18.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,crb,2019,ODF77uHX6crb
Lucas,br BRA,MF,30.0,22,18,1601.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches,crb,2019,ODF77uHX6crb
Willie,br BRA,"MF,FW",25.0,30,16,1445.0,16.1,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.31,0.06,0.37,0.31,0.37,Matches,crb,2019,ODF77uHX6crb
Edson Mardden,br BRA,GK,27.0,16,16,1401.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Ferrugem,br BRA,MF,30.0,14,13,974.0,10.8,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,0.37,0.18,0.55,0.37,0.55,Matches,crb,2019,ODF77uHX6crb
Edson,br BRA,DF,31.0,14,12,1153.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Vinicius Silvestre,br BRA,GK,24.0,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Ewerton Páscoa,br BRA,"DF,MF",29.0,18,12,1055.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Élton José Xavier Gomes,br BRA,MF,32.0,15,8,799.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,crb,2019,ODF77uHX6crb
Willians Santana,br BRA,"MF,FW",30.0,12,8,599.0,6.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,crb,2019,ODF77uHX6crb
Bryan Silva Garcia,br BRA,"DF,MF",26.0,17,7,755.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,crb,2019,ODF77uHX6crb
William Barbio,br BRA,MF,26.0,15,5,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Andrey,br BRA,GK,25.0,6,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Fernando Henrique,br BRA,GK,35.0,7,5,444.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Iago Santos,br BRA,"MF,FW",22.0,9,4,416.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,crb,2019,ODF77uHX6crb
Israel Neves,br BRA,DF,25.0,5,4,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Hugo Sanches,br BRA,MF,24.0,8,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Guilherme Mattis,br BRA,DF,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Victor Rangel,br BRA,FW,28.0,3,3,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,crb,2019,ODF77uHX6crb
Mateus da Silva,br BRA,MF,27.0,5,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
Guilherme Costa,br BRA,"MF,FW",24.0,5,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2019,ODF77uHX6crb
